replicate,task,model
362,mbpp,Fin-R1
363,medqa,Qwen3-8B
363,meld,glm-4-9b-chat
363,humaneval,Qwen2.5-Coder-7B-Instruct
363,finqa,Intern-S1-mini
363,math500,DeepSeek-R1-0528-Qwen3-8B
363,korbench,GLM-Z1-9B-0414
363,emorynlp,gemma-2-9b-it
363,mbpp,Fin-R1
364,meld,glm-4-9b-chat
364,medqa,DeepSeek-R1-0528-Qwen3-8B
364,humaneval,Qwen2.5-Coder-7B-Instruct
364,math500,GLM-Z1-9B-0414
364,korbench,Intern-S1-mini
364,emorynlp,gemma-2-9b-it
364,mbpp,Fin-R1
364,finqa,Qwen3-8B
365,medqa,DeepSeek-R1-0528-Qwen3-8B
365,humaneval,Qwen2.5-Coder-7B-Instruct
365,meld,gemma-2-9b-it
365,emorynlp,glm-4-9b-chat
365,math500,GLM-Z1-9B-0414
365,korbench,Intern-S1-mini
365,mbpp,Fin-R1
365,finqa,Qwen3-8B
366,meld,glm-4-9b-chat
366,medqa,DeepSeek-R1-0528-Qwen3-8B
366,humaneval,Qwen2.5-Coder-7B-Instruct
366,math500,GLM-Z1-9B-0414
366,korbench,Intern-S1-mini
366,emorynlp,gemma-2-9b-it
366,mbpp,Fin-R1
366,finqa,Qwen3-8B
367,meld,glm-4-9b-chat
367,medqa,DeepSeek-R1-0528-Qwen3-8B
367,humaneval,Qwen2.5-Coder-7B-Instruct
367,math500,GLM-Z1-9B-0414
367,korbench,Intern-S1-mini
367,emorynlp,gemma-2-9b-it
367,mbpp,Fin-R1
367,finqa,Qwen3-8B
368,meld,glm-4-9b-chat
368,medqa,DeepSeek-R1-0528-Qwen3-8B
368,humaneval,Qwen2.5-Coder-7B-Instruct
368,math500,GLM-Z1-9B-0414
368,korbench,Intern-S1-mini
368,emorynlp,gemma-2-9b-it
368,mbpp,Fin-R1
368,finqa,Qwen3-8B
369,meld,glm-4-9b-chat
369,medqa,DeepSeek-R1-0528-Qwen3-8B
369,humaneval,Qwen2.5-Coder-7B-Instruct
369,math500,GLM-Z1-9B-0414
369,korbench,Intern-S1-mini
369,emorynlp,gemma-2-9b-it
369,mbpp,Fin-R1
369,finqa,Qwen3-8B
370,meld,glm-4-9b-chat
370,medqa,DeepSeek-R1-0528-Qwen3-8B
370,humaneval,Qwen2.5-Coder-7B-Instruct
370,math500,GLM-Z1-9B-0414
370,korbench,Intern-S1-mini
370,emorynlp,gemma-2-9b-it
370,mbpp,Fin-R1
370,finqa,Qwen3-8B
371,meld,glm-4-9b-chat
371,medqa,DeepSeek-R1-0528-Qwen3-8B
371,humaneval,Qwen2.5-Coder-7B-Instruct
371,math500,GLM-Z1-9B-0414
371,korbench,Intern-S1-mini
371,emorynlp,gemma-2-9b-it
371,mbpp,Fin-R1
371,finqa,Qwen3-8B
372,meld,glm-4-9b-chat
372,medqa,DeepSeek-R1-0528-Qwen3-8B
372,humaneval,Qwen2.5-Coder-7B-Instruct
372,math500,GLM-Z1-9B-0414
372,korbench,Intern-S1-mini
372,emorynlp,gemma-2-9b-it
372,mbpp,Fin-R1
372,finqa,Qwen3-8B
373,medqa,Qwen3-8B
373,meld,glm-4-9b-chat
373,humaneval,Qwen2.5-Coder-7B-Instruct
373,finqa,Intern-S1-mini
373,math500,DeepSeek-R1-0528-Qwen3-8B
373,korbench,GLM-Z1-9B-0414
373,emorynlp,gemma-2-9b-it
373,mbpp,Fin-R1
374,meld,glm-4-9b-chat
374,medqa,DeepSeek-R1-0528-Qwen3-8B
374,humaneval,Qwen2.5-Coder-7B-Instruct
374,math500,GLM-Z1-9B-0414
374,korbench,Intern-S1-mini
374,emorynlp,gemma-2-9b-it
374,mbpp,Fin-R1
374,finqa,Qwen3-8B
375,meld,glm-4-9b-chat
375,medqa,DeepSeek-R1-0528-Qwen3-8B
375,humaneval,Qwen2.5-Coder-7B-Instruct
375,math500,GLM-Z1-9B-0414
375,korbench,Intern-S1-mini
375,emorynlp,gemma-2-9b-it
375,mbpp,Fin-R1
375,finqa,Qwen3-8B
376,meld,glm-4-9b-chat
376,medqa,DeepSeek-R1-0528-Qwen3-8B
376,humaneval,Qwen2.5-Coder-7B-Instruct
376,math500,GLM-Z1-9B-0414
376,korbench,Intern-S1-mini
376,emorynlp,gemma-2-9b-it
376,mbpp,Fin-R1
376,finqa,Qwen3-8B
377,meld,glm-4-9b-chat
377,medqa,DeepSeek-R1-0528-Qwen3-8B
377,humaneval,Qwen2.5-Coder-7B-Instruct
377,math500,GLM-Z1-9B-0414
377,korbench,Intern-S1-mini
377,emorynlp,gemma-2-9b-it
377,mbpp,Fin-R1
377,finqa,Qwen3-8B
378,meld,glm-4-9b-chat
378,medqa,DeepSeek-R1-0528-Qwen3-8B
378,humaneval,Qwen2.5-Coder-7B-Instruct
378,math500,Intern-S1-mini
378,korbench,GLM-Z1-9B-0414
378,emorynlp,gemma-2-9b-it
378,mbpp,Fin-R1
378,finqa,Qwen3-8B
379,meld,glm-4-9b-chat
379,medqa,DeepSeek-R1-0528-Qwen3-8B
379,humaneval,Qwen2.5-Coder-7B-Instruct
379,math500,GLM-Z1-9B-0414
379,korbench,Intern-S1-mini
379,emorynlp,gemma-2-9b-it
379,mbpp,Fin-R1
379,finqa,Qwen3-8B
380,meld,glm-4-9b-chat
380,medqa,DeepSeek-R1-0528-Qwen3-8B
380,humaneval,Qwen2.5-Coder-7B-Instruct
380,math500,GLM-Z1-9B-0414
380,korbench,Intern-S1-mini
380,emorynlp,gemma-2-9b-it
380,mbpp,Fin-R1
380,finqa,Qwen3-8B
381,meld,glm-4-9b-chat
381,medqa,DeepSeek-R1-0528-Qwen3-8B
381,humaneval,Qwen2.5-Coder-7B-Instruct
381,math500,GLM-Z1-9B-0414
381,korbench,Intern-S1-mini
381,emorynlp,gemma-2-9b-it
381,mbpp,Fin-R1
381,finqa,Qwen3-8B
382,finqa,GLM-Z1-9B-0414
382,humaneval,Qwen2.5-Coder-7B-Instruct
382,meld,gemma-2-9b-it
382,emorynlp,glm-4-9b-chat
382,math500,DeepSeek-R1-0528-Qwen3-8B
382,korbench,Intern-S1-mini
382,medqa,Qwen3-8B
382,mbpp,Fin-R1
383,medqa,Qwen3-8B
383,humaneval,Qwen2.5-Coder-7B-Instruct
383,finqa,Intern-S1-mini
383,meld,gemma-2-9b-it
383,emorynlp,glm-4-9b-chat
383,math500,DeepSeek-R1-0528-Qwen3-8B
383,korbench,GLM-Z1-9B-0414
383,mbpp,Fin-R1
384,meld,glm-4-9b-chat
384,medqa,DeepSeek-R1-0528-Qwen3-8B
384,humaneval,Qwen2.5-Coder-7B-Instruct
384,math500,GLM-Z1-9B-0414
384,korbench,Intern-S1-mini
384,emorynlp,gemma-2-9b-it
384,mbpp,Fin-R1
384,finqa,Qwen3-8B
385,meld,glm-4-9b-chat
385,medqa,DeepSeek-R1-0528-Qwen3-8B
385,math500,Qwen3-8B
385,humaneval,Qwen2.5-Coder-7B-Instruct
385,finqa,Intern-S1-mini
385,korbench,GLM-Z1-9B-0414
385,emorynlp,gemma-2-9b-it
385,mbpp,Fin-R1
386,meld,glm-4-9b-chat
386,medqa,DeepSeek-R1-0528-Qwen3-8B
386,humaneval,Qwen2.5-Coder-7B-Instruct
386,math500,GLM-Z1-9B-0414
386,korbench,Intern-S1-mini
386,emorynlp,gemma-2-9b-it
386,mbpp,Fin-R1
386,finqa,Qwen3-8B
387,meld,glm-4-9b-chat
387,medqa,DeepSeek-R1-0528-Qwen3-8B
387,humaneval,Qwen2.5-Coder-7B-Instruct
387,math500,GLM-Z1-9B-0414
387,korbench,Intern-S1-mini
387,emorynlp,gemma-2-9b-it
387,mbpp,Fin-R1
387,finqa,Qwen3-8B
388,meld,glm-4-9b-chat
388,medqa,DeepSeek-R1-0528-Qwen3-8B
388,humaneval,Qwen2.5-Coder-7B-Instruct
388,math500,GLM-Z1-9B-0414
388,korbench,Intern-S1-mini
388,emorynlp,gemma-2-9b-it
388,mbpp,Fin-R1
388,finqa,Qwen3-8B
389,medqa,DeepSeek-R1-0528-Qwen3-8B
389,meld,gemma-2-9b-it
389,mbpp,Qwen2.5-Coder-7B-Instruct
389,math500,GLM-Z1-9B-0414
389,emorynlp,Fin-R1
389,korbench,Intern-S1-mini
389,humaneval,glm-4-9b-chat
389,finqa,Qwen3-8B
390,finqa,Intern-S1-mini
390,meld,gemma-2-9b-it
390,mbpp,Qwen2.5-Coder-7B-Instruct
390,math500,DeepSeek-R1-0528-Qwen3-8B
390,emorynlp,Fin-R1
390,korbench,GLM-Z1-9B-0414
390,humaneval,glm-4-9b-chat
390,medqa,Qwen3-8B
391,meld,glm-4-9b-chat
391,medqa,DeepSeek-R1-0528-Qwen3-8B
391,humaneval,Qwen2.5-Coder-7B-Instruct
391,math500,GLM-Z1-9B-0414
391,korbench,Intern-S1-mini
391,emorynlp,gemma-2-9b-it
391,mbpp,Fin-R1
391,finqa,Qwen3-8B
392,meld,glm-4-9b-chat
392,medqa,DeepSeek-R1-0528-Qwen3-8B
392,humaneval,Qwen2.5-Coder-7B-Instruct
392,math500,GLM-Z1-9B-0414
392,korbench,Intern-S1-mini
392,emorynlp,gemma-2-9b-it
392,mbpp,Fin-R1
392,finqa,Qwen3-8B
393,meld,glm-4-9b-chat
393,medqa,DeepSeek-R1-0528-Qwen3-8B
393,humaneval,Qwen2.5-Coder-7B-Instruct
393,math500,GLM-Z1-9B-0414
393,korbench,Intern-S1-mini
393,emorynlp,gemma-2-9b-it
393,mbpp,Fin-R1
393,finqa,Qwen3-8B
394,meld,glm-4-9b-chat
394,medqa,DeepSeek-R1-0528-Qwen3-8B
394,humaneval,Qwen2.5-Coder-7B-Instruct
394,math500,GLM-Z1-9B-0414
394,korbench,Intern-S1-mini
394,emorynlp,gemma-2-9b-it
394,mbpp,Fin-R1
394,finqa,Qwen3-8B
395,meld,glm-4-9b-chat
395,medqa,DeepSeek-R1-0528-Qwen3-8B
395,humaneval,Qwen2.5-Coder-7B-Instruct
395,math500,GLM-Z1-9B-0414
395,korbench,Intern-S1-mini
395,emorynlp,gemma-2-9b-it
395,mbpp,Fin-R1
395,finqa,Qwen3-8B
396,meld,glm-4-9b-chat
396,medqa,DeepSeek-R1-0528-Qwen3-8B
396,humaneval,Qwen2.5-Coder-7B-Instruct
396,math500,GLM-Z1-9B-0414
396,korbench,Intern-S1-mini
396,emorynlp,gemma-2-9b-it
396,mbpp,Fin-R1
396,finqa,Qwen3-8B
397,medqa,Qwen3-8B
397,meld,glm-4-9b-chat
397,humaneval,Qwen2.5-Coder-7B-Instruct
397,finqa,Intern-S1-mini
397,math500,DeepSeek-R1-0528-Qwen3-8B
397,korbench,GLM-Z1-9B-0414
397,emorynlp,gemma-2-9b-it
397,mbpp,Fin-R1
398,meld,glm-4-9b-chat
398,medqa,DeepSeek-R1-0528-Qwen3-8B
398,mbpp,Qwen2.5-Coder-7B-Instruct
398,math500,GLM-Z1-9B-0414
398,humaneval,Fin-R1
398,korbench,Intern-S1-mini
398,emorynlp,gemma-2-9b-it
398,finqa,Qwen3-8B
399,meld,glm-4-9b-chat
399,medqa,DeepSeek-R1-0528-Qwen3-8B
399,humaneval,Qwen2.5-Coder-7B-Instruct
399,math500,GLM-Z1-9B-0414
399,korbench,Intern-S1-mini
399,emorynlp,gemma-2-9b-it
399,mbpp,Fin-R1
399,finqa,Qwen3-8B
400,medqa,Qwen3-8B
400,meld,glm-4-9b-chat
400,humaneval,Qwen2.5-Coder-7B-Instruct
400,finqa,Intern-S1-mini
400,math500,DeepSeek-R1-0528-Qwen3-8B
400,korbench,GLM-Z1-9B-0414
400,emorynlp,gemma-2-9b-it
400,mbpp,Fin-R1
401,humaneval,Qwen2.5-Coder-7B-Instruct
401,meld,gemma-2-9b-it
401,mbpp,GLM-Z1-9B-0414
401,emorynlp,glm-4-9b-chat
401,math500,DeepSeek-R1-0528-Qwen3-8B
401,finqa,Fin-R1
401,korbench,Intern-S1-mini
401,medqa,Qwen3-8B
402,meld,glm-4-9b-chat
402,medqa,DeepSeek-R1-0528-Qwen3-8B
402,humaneval,Qwen2.5-Coder-7B-Instruct
402,math500,GLM-Z1-9B-0414
402,korbench,Intern-S1-mini
402,emorynlp,gemma-2-9b-it
402,mbpp,Fin-R1
402,finqa,Qwen3-8B
403,meld,glm-4-9b-chat
403,medqa,DeepSeek-R1-0528-Qwen3-8B
403,humaneval,Qwen2.5-Coder-7B-Instruct
403,math500,GLM-Z1-9B-0414
403,korbench,Intern-S1-mini
403,emorynlp,gemma-2-9b-it
403,mbpp,Fin-R1
403,finqa,Qwen3-8B
404,medqa,Qwen3-8B
404,meld,glm-4-9b-chat
404,humaneval,Qwen2.5-Coder-7B-Instruct
404,finqa,Intern-S1-mini
404,math500,DeepSeek-R1-0528-Qwen3-8B
404,korbench,GLM-Z1-9B-0414
404,emorynlp,gemma-2-9b-it
404,mbpp,Fin-R1
405,finqa,GLM-Z1-9B-0414
405,humaneval,Qwen2.5-Coder-7B-Instruct
405,meld,gemma-2-9b-it
405,emorynlp,glm-4-9b-chat
405,math500,DeepSeek-R1-0528-Qwen3-8B
405,korbench,Intern-S1-mini
405,medqa,Qwen3-8B
405,mbpp,Fin-R1
406,meld,glm-4-9b-chat
406,medqa,DeepSeek-R1-0528-Qwen3-8B
406,humaneval,Qwen2.5-Coder-7B-Instruct
406,math500,GLM-Z1-9B-0414
406,korbench,Intern-S1-mini
406,emorynlp,gemma-2-9b-it
406,mbpp,Fin-R1
406,finqa,Qwen3-8B
407,meld,glm-4-9b-chat
407,medqa,DeepSeek-R1-0528-Qwen3-8B
407,humaneval,Qwen2.5-Coder-7B-Instruct
407,math500,GLM-Z1-9B-0414
407,korbench,Intern-S1-mini
407,emorynlp,gemma-2-9b-it
407,mbpp,Fin-R1
407,finqa,Qwen3-8B
408,medqa,DeepSeek-R1-0528-Qwen3-8B
408,meld,gemma-2-9b-it
408,mbpp,Qwen2.5-Coder-7B-Instruct
408,math500,GLM-Z1-9B-0414
408,emorynlp,Fin-R1
408,korbench,Intern-S1-mini
408,humaneval,glm-4-9b-chat
408,finqa,Qwen3-8B
409,medqa,DeepSeek-R1-0528-Qwen3-8B
409,humaneval,Qwen2.5-Coder-7B-Instruct
409,meld,gemma-2-9b-it
409,emorynlp,glm-4-9b-chat
409,math500,GLM-Z1-9B-0414
409,korbench,Intern-S1-mini
409,mbpp,Fin-R1
409,finqa,Qwen3-8B
410,meld,glm-4-9b-chat
410,medqa,DeepSeek-R1-0528-Qwen3-8B
410,humaneval,Qwen2.5-Coder-7B-Instruct
410,math500,GLM-Z1-9B-0414
410,korbench,Intern-S1-mini
410,emorynlp,gemma-2-9b-it
410,mbpp,Fin-R1
410,finqa,Qwen3-8B
411,meld,glm-4-9b-chat
411,medqa,DeepSeek-R1-0528-Qwen3-8B
411,humaneval,Qwen2.5-Coder-7B-Instruct
411,math500,GLM-Z1-9B-0414
411,korbench,Intern-S1-mini
411,emorynlp,gemma-2-9b-it
411,mbpp,Fin-R1
411,finqa,Qwen3-8B
412,medqa,DeepSeek-R1-0528-Qwen3-8B
412,meld,gemma-2-9b-it
412,mbpp,Qwen2.5-Coder-7B-Instruct
412,math500,GLM-Z1-9B-0414
412,emorynlp,Fin-R1
412,korbench,Intern-S1-mini
412,humaneval,glm-4-9b-chat
412,finqa,Qwen3-8B
413,meld,glm-4-9b-chat
413,medqa,DeepSeek-R1-0528-Qwen3-8B
413,humaneval,Qwen2.5-Coder-7B-Instruct
413,math500,GLM-Z1-9B-0414
413,korbench,Intern-S1-mini
413,emorynlp,gemma-2-9b-it
413,mbpp,Fin-R1
413,finqa,Qwen3-8B
414,meld,glm-4-9b-chat
414,medqa,DeepSeek-R1-0528-Qwen3-8B
414,humaneval,Qwen2.5-Coder-7B-Instruct
414,math500,GLM-Z1-9B-0414
414,korbench,Intern-S1-mini
414,emorynlp,gemma-2-9b-it
414,mbpp,Fin-R1
414,finqa,Qwen3-8B
415,meld,Fin-R1
415,medqa,DeepSeek-R1-0528-Qwen3-8B
415,mbpp,Qwen2.5-Coder-7B-Instruct
415,math500,GLM-Z1-9B-0414
415,korbench,Intern-S1-mini
415,emorynlp,gemma-2-9b-it
415,humaneval,glm-4-9b-chat
415,finqa,Qwen3-8B
416,meld,glm-4-9b-chat
416,medqa,DeepSeek-R1-0528-Qwen3-8B
416,humaneval,Qwen2.5-Coder-7B-Instruct
416,math500,GLM-Z1-9B-0414
416,korbench,Intern-S1-mini
416,emorynlp,gemma-2-9b-it
416,mbpp,Fin-R1
416,finqa,Qwen3-8B
417,medqa,DeepSeek-R1-0528-Qwen3-8B
417,humaneval,Qwen2.5-Coder-7B-Instruct
417,meld,gemma-2-9b-it
417,emorynlp,glm-4-9b-chat
417,math500,GLM-Z1-9B-0414
417,korbench,Intern-S1-mini
417,mbpp,Fin-R1
417,finqa,Qwen3-8B
418,meld,glm-4-9b-chat
418,medqa,DeepSeek-R1-0528-Qwen3-8B
418,humaneval,Qwen2.5-Coder-7B-Instruct
418,math500,GLM-Z1-9B-0414
418,korbench,Intern-S1-mini
418,emorynlp,gemma-2-9b-it
418,mbpp,Fin-R1
418,finqa,Qwen3-8B
419,medqa,Qwen3-8B
419,meld,glm-4-9b-chat
419,humaneval,Qwen2.5-Coder-7B-Instruct
419,finqa,Intern-S1-mini
419,math500,DeepSeek-R1-0528-Qwen3-8B
419,korbench,GLM-Z1-9B-0414
419,emorynlp,gemma-2-9b-it
419,mbpp,Fin-R1
420,meld,glm-4-9b-chat
420,medqa,DeepSeek-R1-0528-Qwen3-8B
420,humaneval,Qwen2.5-Coder-7B-Instruct
420,math500,GLM-Z1-9B-0414
420,korbench,Intern-S1-mini
420,emorynlp,gemma-2-9b-it
420,mbpp,Fin-R1
420,finqa,Qwen3-8B
421,medqa,DeepSeek-R1-0528-Qwen3-8B
421,humaneval,Qwen2.5-Coder-7B-Instruct
421,meld,gemma-2-9b-it
421,emorynlp,glm-4-9b-chat
421,math500,GLM-Z1-9B-0414
421,korbench,Intern-S1-mini
421,mbpp,Fin-R1
421,finqa,Qwen3-8B
422,meld,glm-4-9b-chat
422,medqa,DeepSeek-R1-0528-Qwen3-8B
422,humaneval,Qwen2.5-Coder-7B-Instruct
422,math500,GLM-Z1-9B-0414
422,korbench,Intern-S1-mini
422,emorynlp,gemma-2-9b-it
422,mbpp,Fin-R1
422,finqa,Qwen3-8B
423,meld,glm-4-9b-chat
423,medqa,DeepSeek-R1-0528-Qwen3-8B
423,humaneval,Qwen2.5-Coder-7B-Instruct
423,math500,GLM-Z1-9B-0414
423,korbench,Intern-S1-mini
423,emorynlp,gemma-2-9b-it
423,mbpp,Fin-R1
423,finqa,Qwen3-8B
424,meld,glm-4-9b-chat
424,medqa,DeepSeek-R1-0528-Qwen3-8B
424,humaneval,Qwen2.5-Coder-7B-Instruct
424,math500,GLM-Z1-9B-0414
424,korbench,Intern-S1-mini
424,emorynlp,gemma-2-9b-it
424,mbpp,Fin-R1
424,finqa,Qwen3-8B
425,meld,glm-4-9b-chat
425,medqa,DeepSeek-R1-0528-Qwen3-8B
425,humaneval,Qwen2.5-Coder-7B-Instruct
425,math500,GLM-Z1-9B-0414
425,korbench,Intern-S1-mini
425,emorynlp,gemma-2-9b-it
425,mbpp,Fin-R1
425,finqa,Qwen3-8B
426,meld,glm-4-9b-chat
426,medqa,DeepSeek-R1-0528-Qwen3-8B
426,humaneval,Qwen2.5-Coder-7B-Instruct
426,math500,GLM-Z1-9B-0414
426,korbench,Intern-S1-mini
426,emorynlp,gemma-2-9b-it
426,mbpp,Fin-R1
426,finqa,Qwen3-8B
427,meld,glm-4-9b-chat
427,medqa,DeepSeek-R1-0528-Qwen3-8B
427,humaneval,Qwen2.5-Coder-7B-Instruct
427,math500,GLM-Z1-9B-0414
427,korbench,Intern-S1-mini
427,emorynlp,gemma-2-9b-it
427,mbpp,Fin-R1
427,finqa,Qwen3-8B
428,meld,glm-4-9b-chat
428,medqa,DeepSeek-R1-0528-Qwen3-8B
428,humaneval,Qwen2.5-Coder-7B-Instruct
428,math500,GLM-Z1-9B-0414
428,korbench,Intern-S1-mini
428,emorynlp,gemma-2-9b-it
428,mbpp,Fin-R1
428,finqa,Qwen3-8B
429,medqa,Qwen3-8B
429,meld,glm-4-9b-chat
429,humaneval,Qwen2.5-Coder-7B-Instruct
429,finqa,Intern-S1-mini
429,math500,DeepSeek-R1-0528-Qwen3-8B
429,korbench,GLM-Z1-9B-0414
429,emorynlp,gemma-2-9b-it
429,mbpp,Fin-R1
430,medqa,Qwen3-8B
430,meld,glm-4-9b-chat
430,humaneval,Qwen2.5-Coder-7B-Instruct
430,finqa,Intern-S1-mini
430,math500,DeepSeek-R1-0528-Qwen3-8B
430,korbench,GLM-Z1-9B-0414
430,emorynlp,gemma-2-9b-it
430,mbpp,Fin-R1
431,finqa,Intern-S1-mini
431,meld,gemma-2-9b-it
431,emorynlp,glm-4-9b-chat
431,math500,DeepSeek-R1-0528-Qwen3-8B
431,mbpp,Qwen2.5-Coder-7B-Instruct
431,korbench,GLM-Z1-9B-0414
431,humaneval,Fin-R1
431,medqa,Qwen3-8B
432,meld,glm-4-9b-chat
432,medqa,DeepSeek-R1-0528-Qwen3-8B
432,humaneval,Qwen2.5-Coder-7B-Instruct
432,math500,GLM-Z1-9B-0414
432,korbench,Intern-S1-mini
432,emorynlp,gemma-2-9b-it
432,mbpp,Fin-R1
432,finqa,Qwen3-8B
433,meld,glm-4-9b-chat
433,medqa,DeepSeek-R1-0528-Qwen3-8B
433,math500,Qwen3-8B
433,humaneval,Qwen2.5-Coder-7B-Instruct
433,finqa,Intern-S1-mini
433,korbench,GLM-Z1-9B-0414
433,emorynlp,gemma-2-9b-it
433,mbpp,Fin-R1
434,meld,glm-4-9b-chat
434,medqa,DeepSeek-R1-0528-Qwen3-8B
434,humaneval,Qwen2.5-Coder-7B-Instruct
434,math500,GLM-Z1-9B-0414
434,korbench,Intern-S1-mini
434,emorynlp,gemma-2-9b-it
434,mbpp,Fin-R1
434,finqa,Qwen3-8B
435,meld,glm-4-9b-chat
435,medqa,DeepSeek-R1-0528-Qwen3-8B
435,humaneval,Qwen2.5-Coder-7B-Instruct
435,math500,GLM-Z1-9B-0414
435,korbench,Intern-S1-mini
435,emorynlp,gemma-2-9b-it
435,mbpp,Fin-R1
435,finqa,Qwen3-8B
436,medqa,Qwen3-8B
436,meld,glm-4-9b-chat
436,humaneval,Qwen2.5-Coder-7B-Instruct
436,finqa,Intern-S1-mini
436,math500,DeepSeek-R1-0528-Qwen3-8B
436,korbench,GLM-Z1-9B-0414
436,emorynlp,gemma-2-9b-it
436,mbpp,Fin-R1
437,meld,glm-4-9b-chat
437,medqa,DeepSeek-R1-0528-Qwen3-8B
437,humaneval,Qwen2.5-Coder-7B-Instruct
437,math500,GLM-Z1-9B-0414
437,korbench,Intern-S1-mini
437,emorynlp,gemma-2-9b-it
437,mbpp,Fin-R1
437,finqa,Qwen3-8B
438,meld,glm-4-9b-chat
438,medqa,DeepSeek-R1-0528-Qwen3-8B
438,humaneval,Qwen2.5-Coder-7B-Instruct
438,math500,GLM-Z1-9B-0414
438,korbench,Intern-S1-mini
438,emorynlp,gemma-2-9b-it
438,mbpp,Fin-R1
438,finqa,Qwen3-8B
439,meld,glm-4-9b-chat
439,medqa,DeepSeek-R1-0528-Qwen3-8B
439,humaneval,Qwen2.5-Coder-7B-Instruct
439,math500,GLM-Z1-9B-0414
439,korbench,Intern-S1-mini
439,emorynlp,gemma-2-9b-it
439,mbpp,Fin-R1
439,finqa,Qwen3-8B
440,meld,glm-4-9b-chat
440,medqa,DeepSeek-R1-0528-Qwen3-8B
440,humaneval,Qwen2.5-Coder-7B-Instruct
440,math500,GLM-Z1-9B-0414
440,korbench,Intern-S1-mini
440,emorynlp,gemma-2-9b-it
440,mbpp,Fin-R1
440,finqa,Qwen3-8B
441,meld,glm-4-9b-chat
441,medqa,DeepSeek-R1-0528-Qwen3-8B
441,humaneval,Qwen2.5-Coder-7B-Instruct
441,math500,GLM-Z1-9B-0414
441,korbench,Intern-S1-mini
441,emorynlp,gemma-2-9b-it
441,mbpp,Fin-R1
441,finqa,Qwen3-8B
442,medqa,Qwen3-8B
442,meld,glm-4-9b-chat
442,humaneval,Qwen2.5-Coder-7B-Instruct
442,finqa,Intern-S1-mini
442,math500,DeepSeek-R1-0528-Qwen3-8B
442,korbench,GLM-Z1-9B-0414
442,emorynlp,gemma-2-9b-it
442,mbpp,Fin-R1
443,medqa,Qwen3-8B
443,meld,glm-4-9b-chat
443,humaneval,Qwen2.5-Coder-7B-Instruct
443,finqa,Intern-S1-mini
443,math500,DeepSeek-R1-0528-Qwen3-8B
443,korbench,GLM-Z1-9B-0414
443,emorynlp,gemma-2-9b-it
443,mbpp,Fin-R1
444,mbpp,glm-4-9b-chat
444,medqa,DeepSeek-R1-0528-Qwen3-8B
444,humaneval,Qwen2.5-Coder-7B-Instruct
444,meld,gemma-2-9b-it
444,math500,GLM-Z1-9B-0414
444,finqa,Fin-R1
444,korbench,Intern-S1-mini
444,emorynlp,Qwen3-8B
445,meld,glm-4-9b-chat
445,medqa,DeepSeek-R1-0528-Qwen3-8B
445,humaneval,Qwen2.5-Coder-7B-Instruct
445,math500,GLM-Z1-9B-0414
445,korbench,Intern-S1-mini
445,emorynlp,gemma-2-9b-it
445,mbpp,Fin-R1
445,finqa,Qwen3-8B
446,meld,glm-4-9b-chat
446,medqa,DeepSeek-R1-0528-Qwen3-8B
446,humaneval,Qwen2.5-Coder-7B-Instruct
446,math500,GLM-Z1-9B-0414
446,korbench,Intern-S1-mini
446,emorynlp,gemma-2-9b-it
446,mbpp,Fin-R1
446,finqa,Qwen3-8B
447,meld,glm-4-9b-chat
447,medqa,DeepSeek-R1-0528-Qwen3-8B
447,humaneval,Qwen2.5-Coder-7B-Instruct
447,math500,GLM-Z1-9B-0414
447,korbench,Intern-S1-mini
447,emorynlp,gemma-2-9b-it
447,mbpp,Fin-R1
447,finqa,Qwen3-8B
448,meld,glm-4-9b-chat
448,medqa,DeepSeek-R1-0528-Qwen3-8B
448,humaneval,Qwen2.5-Coder-7B-Instruct
448,math500,GLM-Z1-9B-0414
448,korbench,Intern-S1-mini
448,emorynlp,gemma-2-9b-it
448,mbpp,Fin-R1
448,finqa,Qwen3-8B
449,medqa,DeepSeek-R1-0528-Qwen3-8B
449,meld,gemma-2-9b-it
449,mbpp,Qwen2.5-Coder-7B-Instruct
449,math500,GLM-Z1-9B-0414
449,emorynlp,Fin-R1
449,korbench,Intern-S1-mini
449,humaneval,glm-4-9b-chat
449,finqa,Qwen3-8B
450,meld,glm-4-9b-chat
450,medqa,DeepSeek-R1-0528-Qwen3-8B
450,humaneval,Qwen2.5-Coder-7B-Instruct
450,math500,GLM-Z1-9B-0414
450,korbench,Intern-S1-mini
450,emorynlp,gemma-2-9b-it
450,mbpp,Fin-R1
450,finqa,Qwen3-8B
451,medqa,Qwen3-8B
451,meld,glm-4-9b-chat
451,humaneval,Qwen2.5-Coder-7B-Instruct
451,finqa,Intern-S1-mini
451,math500,DeepSeek-R1-0528-Qwen3-8B
451,korbench,GLM-Z1-9B-0414
451,emorynlp,gemma-2-9b-it
451,mbpp,Fin-R1
452,meld,glm-4-9b-chat
452,medqa,DeepSeek-R1-0528-Qwen3-8B
452,humaneval,Qwen2.5-Coder-7B-Instruct
452,math500,GLM-Z1-9B-0414
452,korbench,Intern-S1-mini
452,emorynlp,gemma-2-9b-it
452,mbpp,Fin-R1
452,finqa,Qwen3-8B
453,meld,glm-4-9b-chat
453,medqa,DeepSeek-R1-0528-Qwen3-8B
453,humaneval,Qwen2.5-Coder-7B-Instruct
453,math500,GLM-Z1-9B-0414
453,korbench,Intern-S1-mini
